F;0;53;
J;216;71;
LeftShift;0;144;
a;191;73;
r;73;61;
@;262;88;
LeftShift;0;160;
S;640;104;
LeftShift;0;384;
e;207;80;
6;402;47;
9;166;48;
:
F;0;40;
J;543;63;
LeftShift;0;296;
a;183;72;
r;471;80;
@;336;88;
LeftShift;0;160;
S;583;87;
LeftShift;0;143;
e;167;72;
6;496;64;
9;64;71;
:
F;0;63;
J;318;64;
LeftShift;0;167;
a;168;87;
r;151;79;
@;488;104;
LeftShift;0;152;
S;1454;120;
LeftShift;0;184;
e;208;79;
6;335;80;
9;119;48;
:
F;0;64;
J;336;80;
LeftShift;0;167;
a;168;80;
r;80;70;
@;439;111;
LeftShift;0;368;
S;559;103;
LeftShift;0;184;
e;199;48;
6;296;73;
9;113;55;
:
F;0;63;
J;294;79;
LeftShift;0;159;
a;152;95;
r;79;80;
@;280;120;
LeftShift;0;190;
S;711;120;
LeftShift;0;311;
e;248;71;
6;401;70;
9;46;64;
:
F;0;64;
J;392;64;
LeftShift;0;175;
LeftShift;0;64;
a;727;96;
r;127;72;
@;312;80;
LeftShift;0;143;
S;672;103;
LeftShift;0;168;
e;207;71;
6;447;64;
9;80;88;
:
F;0;55;
J;271;79;
LeftShift;0;135;
a;159;72;
r;48;80;
@;295;104;
LeftShift;0;192;
S;489;103;
LeftShift;0;199;
e;182;64;
6;296;63;
9;79;63;
:
F;0;64;
J;320;65;
LeftShift;0;159;
a;135;112;
r;88;71;
@;240;95;
LeftShift;0;135;
S;623;136;
LeftShift;0;359;
e;256;80;
6;311;63;
9;95;72;
:
F;0;55;
J;327;63;
LeftShift;0;152;
a;152;103;
r;87;87;
@;272;103;
LeftShift;0;176;
S;439;111;
LeftShift;0;176;
e;192;79;
6;295;64;
9;207;64;
:
F;0;47;
J;399;72;
LeftShift;0;247;
a;176;94;
r;127;80;
@;271;103;
LeftShift;0;183;
S;1160;103;
LeftShift;0;199;
e;247;64;
6;248;48;
9;167;48;
:
F;0;64;
J;247;63;
LeftShift;0;160;
a;153;79;
r;79;87;
@;271;88;
LeftShift;0;192;
S;1239;111;
LeftShift;0;174;
e;168;71;
6;559;80;
9;63;56;
:
F;0;56;
J;264;71;
LeftShift;0;128;
a;134;81;
r;64;80;
@;287;88;
LeftShift;0;231;
S;319;184;
LeftShift;0;264;
e;288;63;
6;263;79;
9;96;71;
:
F;0;48;
J;319;63;
LeftShift;0;152;
a;160;103;
r;103;87;
@;239;79;
LeftShift;0;191;
S;320;105;
LeftShift;0;208;
e;248;79;
6;544;127;
9;304;56;
:
F;0;64;
J;271;64;
LeftShift;0;168;
a;152;103;
r;104;103;
@;255;96;
LeftShift;0;192;
S;432;127;
LeftShift;0;271;
e;255;87;
6;279;79;
9;95;72;
:
F;0;64;
J;311;64;
LeftShift;0;184;
a;144;87;
r;151;56;
@;272;79;
LeftShift;0;175;
S;359;104;
LeftShift;0;215;
e;216;72;
6;415;79;
9;87;80;
:
F;0;40;
J;287;64;
LeftShift;0;128;
a;136;96;
r;104;96;
@;256;73;
LeftShift;0;169;
S;329;103;
LeftShift;0;207;
e;190;80;
6;312;71;
9;135;64;
:
F;0;63;
J;256;63;
LeftShift;0;128;
a;150;95;
r;103;104;
@;273;80;
LeftShift;0;193;
S;359;120;
LeftShift;0;215;
e;206;80;
6;408;64;
9;79;80;
:
F;0;47;
J;239;63;
LeftShift;0;144;
a;143;88;
r;128;80;
@;215;79;
