F;0;49;
J;380;79;
LeftShift;0;166;
a;165;80;
r;151;55;
@;600;72;
LeftShift;0;192;
S;887;63;
LeftShift;0;184;
e;194;63;
6;640;71;
9;141;63;
:
F;0;63;
J;337;79;
LeftShift;0;208;
a;167;63;
r;127;55;
@;814;64;
LeftShift;0;304;
S;737;63;
LeftShift;0;142;
e;151;63;
6;695;63;
9;103;63;
:
F;0;64;
J;663;96;
LeftShift;0;544;
a;209;79;
r;127;56;
@;328;64;
LeftShift;0;207;
S;630;64;
LeftShift;0;166;
e;176;63;
6;741;47;
9;459;39;
:
F;0;78;
J;398;87;
LeftShift;0;223;
a;193;64;
r;129;62;
@;372;80;
LeftShift;0;207;
S;457;71;
LeftShift;0;183;
e;191;63;
6;670;64;
9;96;72;
:
F;0;80;
J;366;87;
LeftShift;0;206;
a;201;65;
r;126;74;
@;369;88;
LeftShift;0;191;
S;663;79;
LeftShift;0;192;
e;208;55;
6;1031;63;
9;351;46;
:
F;0;79;
J;360;97;
LeftShift;0;231;
a;224;48;
r;111;63;
@;665;71;
LeftShift;0;232;
S;446;64;
LeftShift;0;149;
e;175;57;
6;944;64;
9;119;48;
:
F;0;72;
J;462;97;
LeftShift;0;272;
a;209;63;
r;127;71;
@;311;88;
LeftShift;0;182;
S;505;88;
LeftShift;0;136;
e;184;63;
6;702;56;
9;122;63;
:
F;0;48;
J;633;103;
LeftShift;0;327;
a;303;56;
r;143;56;
@;424;80;
LeftShift;0;168;
S;784;81;
LeftShift;0;144;
e;240;31;
6;662;39;
9;314;24;
:
F;0;64;
J;480;72;
LeftShift;0;175;
a;153;64;
r;175;57;
@;431;64;
LeftShift;0;152;
S;640;80;
LeftShift;0;143;
e;166;56;
6;696;56;
9;128;55;
:
F;0;63;
J;352;72;
LeftShift;0;191;
a;193;45;
r;109;63;
@;351;71;
LeftShift;0;167;
S;472;80;
LeftShift;0;153;
e;168;64;
6;625;63;
9;167;48;
:
F;0;84;
J;377;72;
LeftShift;0;176;
a;255;63;
r;151;56;
@;352;79;
LeftShift;0;191;
S;438;72;
LeftShift;0;143;
e;169;48;
6;704;55;
9;158;32;
:
F;0;46;
J;422;81;
LeftShift;0;191;
a;205;65;
r;130;63;
@;319;79;
LeftShift;0;152;
S;496;71;
LeftShift;0;166;
e;159;71;
6;624;47;
9;104;39;
:
F;0;52;
J;420;95;
LeftShift;0;153;
a;182;47;
r;112;64;
@;376;81;
LeftShift;0;168;
S;840;71;
LeftShift;0;216;
e;191;63;
6;816;47;
9;95;55;
:
F;0;48;
J;360;87;
LeftShift;0;184;
a;184;47;
r;152;47;
@;479;87;
LeftShift;0;191;
S;487;72;
LeftShift;0;168;
e;174;55;
6;593;56;
9;104;55;
:
F;0;64;
J;586;70;
LeftShift;0;151;
a;190;64;
r;151;64;
@;656;80;
LeftShift;0;144;
S;647;64;
LeftShift;0;128;
e;168;63;
6;616;55;
9;398;39;
:
F;0;47;
J;384;80;
LeftShift;0;167;
a;168;48;
r;127;64;
@;375;63;
LeftShift;0;151;
S;527;65;
LeftShift;0;169;
e;168;63;
6;566;3735;
9;153;47;
:
F;0;55;
J;358;96;
LeftShift;0;207;
a;184;64;
r;144;46;
@;338;65;
LeftShift;0;169;
S;524;87;
LeftShift;0;118;
e;177;63;
6;711;48;
9;319;48;
:
F;0;63;
J;608;112;
LeftShift;0;296;
a;280;39;
r;126;56;
@;529;79;
LeftShift;0;217;
S;479;80;
LeftShift;0;151;
e;168;71;
6;671;47;
9;111;55;
:
F;0;55;
J;335;81;
LeftShift;0;184;
a;209;56;
r;120;63;
@;303;63;
LeftShift;0;167;
S;504;79;
LeftShift;0;183;
e;192;55;
6;710;64;
9;121;47;
:
F;0;55;
J;381;95;
LeftShift;0;12768;
a;199;48;
r;152;48;
@;297;62;
LeftShift;0;190;
S;400;87;
LeftShift;0;151;
e;150;80;
6;879;63;
9;168;48;
:
F;0;48;
J;366;96;
LeftShift;0;167;
a;201;63;
r;134;64;
@;313;87;
LeftShift;0;223;
S;440;70;
LeftShift;0;144;
e;175;55;
6;775;48;
